コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
2303,2024/05,2815510000,2480566000,2481241000,2005255000,-,-,807.76,88.1
2304,2023/09,5700595000,2346000000,2213612000,1650321000,750000000,-,469.7,41.2
2305,2024/02,42346943000,30956043000,28872998000,25208178000,-,-,1747.06,70.1
2307,2024/03,9466019000,5083083000,4396379000,4893626000,1200000000,-,356.83,53.7
2309,2023/09,70215000000,37833000000,36271000000,30712000000,-,1677000000,2137.15,51.4
2311,2023/12,5602471000,4677929000,4000411000,3981038000,-,-,523.49,83.5
2315,2023/10,2971544000,2198327000,2169405000,-11133343000,-,-,15.95,73.2
2317,2024/03,54038000000,38601000000,37955000000,35440000000,1550000000,-,98.33,70.5
231A,2023/09,2739035000,1937403000,1937403000,1796798000,-,-,909.66,70.7
2321,2024/03,515453000,171703000,131139000,-285108000,-,-,4.25,25.4
2323,2024/03,1008524000,621732000,617773000,85650000,-,185515000,185.24,61.3
2325,2023/12,29493986000,24552167000,23709804000,23705817000,-,-,2566.9,83
2326,2024/03,22518000000,15998000000,15968000000,16029000000,-,-,1162.33,71
2327,2024/03,374637000000,244783000000,236829000000,174625000000,-,-,1294.25,63.2
2329,2024/03,97871000000,82419000000,75984000000,71637000000,283000000,-,604.93,83.3
2330,2023/12,4448423000,1575326000,1572976000,1102335000,-,394152000,41.82,35.4
2331,2024/03,567561000000,386581000000,322076000000,275464000000,6965000000,1658000000,704.97,62.2
2332,2024/03,9460497000,6787709000,6388658000,5383869000,-,-,1267.74,71.7
2334,2024/03,1336927000,803746000,799546000,-972498000,-,-,301.93,59.8
2335,2024/03,13487748000,10133829000,9252892000,6864791000,230000000,-,668.41,75.1
2337,2024/02,367015000000,116281000000,105727000000,90967000000,16726000000,146043000000,237.56,28.5
2338,2024/02,1149931000,18109000,140595000,-5920229000,-,-,-3.48,-13.2
2340,2024/03,11345970000,2997279000,2615622000,-7372826000,-,3663279000,87.79,24.1
2341,2024/02,3984281000,3330556000,3327526000,4017575000,-,-,182.1,83.6
2342,2024/03,9810999000,5998464000,5842463000,2067097000,448000000,1184570000,355.19,60.1
2344,2024/03,34017700000,20668442000,20669072000,17310887000,-,-,1724.83,60.8
2345,2023/10,61661106000,4030418000,3965524000,-926950000,30000000,402874000,271.1,6.5
2349,2024/03,26228255000,19709852000,18845991000,19579581000,-,-,1804,75.1
2351,2024/03,4237436000,2655186000,2655186000,-134236000,163008000,50868000,333.94,62.7
2352,2022/03,3685868000,2093123000,2081016000,1313860000,165783000,566447000,548.23,56.5
2353,2024/07,42136000000,18567000000,14797968000,18043270000,378000000,11844660000,48.7,36.7
2354,2024/02,12324129000,6174016000,6061281000,4996067000,-,-,317.85,46.8
2359,2024/03,23889559000,17003698000,16559940000,16355129000,1606476000,128359000,1184.93,71.1
2370,2023/09,5634145000,5043941000,4876641000,-1437950000,-,-,21.64,89.2
2371,2024/03,83308000000,51691000000,51380000000,51186000000,121000000,134000000,260.06,61.7
2372,2024/03,37148000000,12772000000,12574000000,7604000000,6360000000,9756000000,1054.81,34.4
2373,2023/10,31819469000,5518001000,3770545000,3155742000,1850000000,3964939000,407.75,17.3
2374,2024/03,30987762000,16068724000,16072192000,12801029000,-,1280166000,646.79,51.6
2375,2023/10,9193495000,3095966000,2977575000,1722492000,1186111000,610216000,151.44,32.5
2376,2024/03,14942314000,7859808000,7804375000,6523477000,50000000,2956286000,1401.54,52.6
2378,2024/03,53194269000,11425064000,11640592000,5131498000,2400000000,4708637000,604.26,21.5
2379,2024/02,50772466000,39708357000,38821202000,37413468000,-,-,715.64,77.3
2384,2023/12,301317000000,102592000000,76991000000,70420000000,23339000000,61338000000,2003.6,26.4
2385,2024/06,6946000000,6249000000,6232871000,2439317000,-,-,238.28,89.7
2388,2023/09,4038091000,3385910000,4583266000,-6242826000,18833000,-,79.62,83.7
2389,2023/12,50283000000,33892000000,26098000000,14043000000,-,4000000000,1679.68,58.3
2391,2024/07,6556000000,5426000000,4909923000,4348491000,-,-,818.31,82.8
2393,2024/03,25401362000,16547471000,16551273000,12428624000,1350000000,6851000,1064.29,65.1
2395,2024/03,76302000000,34160000000,29252993000,17215849000,7826167000,18147876000,819.43,44.7
2397,2024/03,982478000,732356000,732356000,-1150126000,-,-,108.27,74.5
2402,2022/12,7565166000,-2460028000,-2549505000,-2942965000,1000000000,5728557000,-492.78,-34.3
2404,2024/08,4326000000,223000000,211000000,189797000,600000000,1505615000,15.28,4.9
2408,2023/12,7440567000,5955214000,5934539000,4017599000,-,-,821.99,79.9
2410,2023/09,7999366000,3933406000,3933406000,4664609000,-,708345000,708.14,49.2
2411,2024/03,5428000000,4085000000,4080000000,3245000000,-,312000000,332.11,75.3
2412,2024/03,50587000000,24331000000,23289000000,21365000000,83000000,6500000000,153.43,48.1
2413,2024/03,490780000000,366701000000,351915000000,263570000000,2031000000,16483000000,518.27,71.7
2415,2024/03,51183847000,16132852000,16119012000,14084374000,-,7233738000,1554.52,31.5
2418,2023/12,93154000000,27428000000,26606000000,26393000000,-,36391000000,570.12,29.2
241A,2023/09,1484617000,313113000,311815000,-2067618000,50000000,83166000,46.55,21
2424,2024/07,10814000000,3788000000,3785240000,2985334000,200000000,2792854000,712.29,35
2425,2024/03,3857381000,2642717000,2638546000,2443593000,-,-,696.69,68.5
2427,2023/12,423794000000,92751000000,89775000000,27239000000,54529000000,67097000000,712.49,21.2
2428,2024/06,27141374000,8378932000,8272361000,4766481000,-,1600000000,437.87,30.5
2429,2023/12,159204000000,42926000000,40234000000,37463000000,45883000000,32893000000,2290.81,25.3
2432,2024/03,335708000000,220025000000,209204000000,162578000000,8613000000,29151000000,1878.79,62.3
2433,2024/03,1035014000000,409200000000,337730000000,347977000000,15343000000,134634000000,1048.61,37.2
2435,2024/03,20330000000,1094000000,1089000000,409000000,3410000000,5891000000,96.69,5.3
2436,2023/12,5428000000,3330974000,2877829000,1874686000,50000000,487526000,343.05,54.8
2437,2023/05,5054732000,3555057000,3523600000,453260000,-,238121000,351.7,70
2438,2024/04,7090444000,6156814000,6115005000,5626124000,-,-,374.12,86.8
2440,2024/03,11411162000,6137557000,5877096000,19143000,-,2200000000,108.33,53.6
2445,2024/03,68945000000,22157000000,20847000000,17888000000,3986000000,14742000000,460.92,31.1
2449,2024/08,6995000000,5436000000,4978067000,4159713000,-,-,1168,73.8
244A,2024/08,3536000000,1911000000,1818502000,1692311000,500000000,251326000,704.31,54
2453,2023/09,28121655000,10889513000,9657062000,2917223000,300000000,1124544000,291.71,34
2454,2024/03,8175371000,4470665000,4083833000,1037484000,-,-,294.07,50
2459,2024/05,953173000,453878000,376038000,-262735000,-,227506000,60.49,47.6
245A,2024/08,3451000000,770000000,770254000,760254000,-,1172680000,385.13,22.3
2461,2023/12,23378221000,17888608000,17725011000,21052211000,-,-,268.76,76.2
2462,2024/05,38503113000,16815740000,16613811000,15640443000,1400000000,5541915000,876.27,43.7
2464,2024/03,7491241000,4774301000,4737169000,1694997000,-,112500000,351.58,63.3
2467,2024/03,1131718000,350480000,359544000,-108384000,127500000,127656000,26.8,30.3
2468,2024/03,2400175000,1734916000,1554986000,-29192000,400000000,11000000,167.19,65.2
2469,2024/03,40829081000,10886621000,10019089000,6506351000,6285000000,6272471000,1050.85,25.5
2471,2023/11,33379000000,8494000000,8505000000,8109000000,4517000000,3000000000,107.65,25.5
2475,2024/03,39827601000,31150978000,29852222000,29419084000,-,-,1529.85,75.4
2477,2024/06,6977504000,6557671000,6557671000,4830030000,-,-,1012.01,94
2479,2024/03,2060546000,1202519000,1208120000,781903000,-,82857000,150.58,58.4
2480,2024/03,4377511000,3554822000,3264409000,2900393000,-,-,1006.53,81.1
2481,2024/06,5440614000,4800325000,4643956000,3675364000,-,-,869.53,88.2
2483,2024/03,8326422000,6250974000,6203911000,5199430000,-,-,1869.6,75
2484,2024/08,47943000000,36548000000,36548000000,-15665000000,-,-,295.09,76.2
2485,2023/09,15376000000,7879000000,7879000000,4461000000,673000000,1300000000,350.23,51.2
2487,2023/12,7987840000,6152398000,6100507000,6198070000,-,-,1088.47,77
2488,2024/03,5365224000,3304965000,3304965000,1839463000,-,-,585.41,61.6
2489,2023/12,25227266000,14601321000,13072415000,8087284000,-,-,364.93,56.5
2491,2023/12,28351000000,22463000000,22184000000,19765000000,-,-,694.64,79.2
2492,2023/12,13544316000,10634839000,10513978000,5209097000,770000000,-,46.66,77.9
2493,2023/11,5568956000,3404583000,3393212000,53478000,50000000,489969000,769.49,61.1
2497,2024/03,26745079000,23540504000,20826184000,18413837000,100000000,51430000,594.54,87.2
2498,2023/09,62684976000,22189797000,21042915000,18678911000,12752587000,8270000,3652.62,35.3
2499,2023/12,9210966000,3456604000,3441199000,2693418000,2773886000,1923977000,381.29,37.5
2501,2023/12,663573000000,183248000000,182315000000,50828000000,39672000000,182930000000,2340.41,27.5
2502,2023/12,5285913000000,2465781000000,2460548000000,1282432000000,389848000000,1020950000000,4856.22,46.5
2503,2023/12,2869585000000,1425838000000,1132581000000,1128541000000,100673000000,555725000000,1398.47,39.5
2531,2024/03,437468000000,280465000000,183749000000,169909000000,10008000000,10422000000,1171.1,52.3
2533,2023/12,55431000000,22227000000,20601000000,9973000000,3200000000,1800000000,367.29,38.6
2540,2024/03,54417812000,46642973000,36742353000,39153410000,-,-,3371.71,85.7
2551,2024/09,26911000000,6480000000,6318116000,4856817000,-,5762189000,2840.51,24.1
2573,2023/12,51073000000,40853000000,40619000000,32761000000,-,-,3002.19,80
2579,2023/12,844832000000,470021000000,469847000000,88365000000,40979000000,114802000000,2618.49,55.6
2585,2024/03,30646000000,11342000000,10959000000,8584000000,1000000000,11305000000,868.67,37
2586,2024/03,1644552000,975777000,998590000,-1223957000,-,-,24.99,59.1
2587,2023/12,1912415000000,1185027000000,1087370000000,652706000000,49431000000,25000000000,3519,56.9
2588,2024/03,99406000000,22770000000,22753000000,13774000000,-,-,763.86,22.9
2590,2024/01,177563000000,91480000000,90159000000,90186000000,41000000,6304000000,2844,50.4
2593,2024/04,353892000000,183216000000,178141000000,149154000000,14442000000,47306000000,2055.94,51.3
2594,2024/03,54832000000,30971000000,32355000000,25194000000,5343000000,-,1432.34,55.9
2597,2023/12,13919914000,6161876000,6161565000,548449000,725000000,1831250000,460.72,44.3
2599,2024/03,21139670000,8440399000,7788152000,7152565000,-,6957346000,1750.33,39.9
2602,2024/03,393382000000,192562000000,162576000000,128650000000,15313000000,56632000000,5634.33,46.4
2607,2024/03,470221000000,244291000000,189828000000,163810000000,33151000000,46135000000,2700.94,49.4
2612,2024/03,42671000000,34354000000,32832000000,28964000000,-,-,3732.81,80.5
2613,2024/03,178093000000,102051000000,95241000000,54415000000,4600000000,12240000000,3072.05,57.1
2651,2024/02,2297498000000,289300000000,284752000000,174429000000,90850000000,99000000,2845.3,12.4
2652,2023/09,17920570000,9616385000,9615944000,7794056000,2624400000,2455294000,290.32,53.7
2653,2024/02,171514000000,50288000000,49791000000,35970000000,2200000000,19823000000,1476.28,29.2
2654,2024/03,9727185000,6653492000,6467937000,4485564000,44510000,-,491.56,68
2656,2024/03,1087777000,917121000,917121000,-2968450000,-,-,47.97,84.3
2659,2024/02,186703000000,146151000000,142346000000,139155000000,-,-,4606.68,76.3
2664,2024/03,196119000000,111295000000,111208000000,87666000000,-,10023000000,4980.78,56.7
2666,2024/03,7402295000,3914003000,3914003000,1308281000,500000000,1080000000,270.85,52.9
2667,2023/09,2838551000,1818368000,1794593000,-2261859000,-,16240000,167.26,63.2
2668,2024/02,7680247000,4471966000,4270066000,3781572000,-,118066000,658.01,58.2
2669,2024/02,35938486000,27507283000,27165644000,23986865000,-,-,2843.13,76.5
2670,2024/02,387336000000,341654000000,313841000000,269829000000,1405000000,-,1370.84,87.6
2673,2024/03,3343073000,2474101000,2285297000,1600361000,303092000,362766000,244.56,74
2674,2024/03,23099237000,16999829000,15431994000,11874435000,2120000000,-,1216.42,73.2
2676,2024/03,22963000000,16835000000,15464000000,13938000000,-,-,1851.55,73.3
2678,2024/05,243062000000,81336000000,78116000000,43750000000,380000000,13237000000,808.86,32.2
2681,2024/03,231125000000,87349000000,87254000000,74339000000,2000000000,64325000000,2194.6,37.7
2683,2024/02,2152905000,857693000,818094000,477687000,200000000,116953000,335.87,39.8
2685,2024/02,127915000000,71581000000,68642000000,66286000000,-,504000000,1549.1,54.8
2686,2024/02,32643000000,-4757000000,-4867000000,-17220000000,14200000000,849000000,-111.83,-14.6
2687,2024/02,10281318000,3359210000,3354811000,2115216000,1680000000,3347270000,680.5,32.7
2689,2024/06,43237194000,11373691000,10852922000,10480812000,600000000,-,1922.58,26.3
2692,2024/03,274496000000,109268000000,94741000000,82768000000,-,-,8611.05,39.8
2693,2023/12,12436402000,8096844000,7685324000,4384075000,-,1902096000,693.5,64.7
2694,2024/03,16066881000,7460768000,7460296000,1239171000,300000000,3129455000,31.72,46.4
2695,2023/10,130119000000,70566000000,51197000000,40294000000,927000000,-,1363.32,41.6
2698,2024/02,29143000000,10680000000,10580000000,5565000000,3800000000,-,668.3,36.6
2700,2023/12,32106141000,13390911000,12097010000,11476306000,4616768000,2641085000,8037.82,40.6
2702,2023/12,311393000000,226673000000,230794000000,164558000000,-,-,1704.84,72.8
2705,2024/03,10849000000,4949000000,4615000000,-1220000000,-,600000000,659.87,44.1
2706,2023/02,11185792000,9551472000,9551472000,5124351000,-,-,1091.94,85.4
2708,2024/03,24863000000,6668000000,5716000000,4617000000,-,3464000000,1441.12,26.8
2715,2024/03,117212000000,69249000000,69249000000,61391000000,296000000,-,1828.2,59.1
2721,2023/12,331097000,282447000,256546000,-323467000,-,-,38.13,77.5
2722,2024/05,6007212000,2170245000,2159082000,1075646000,-,1040199000,278.69,35.8
2726,2024/02,126922000000,63444000000,63241000000,59254000000,250000000,10962000000,730.73,50
2729,2022/03,52295000000,24306000000,23449951000,20327061000,4274830000,6955643000,1841.28,44.5
2730,2024/03,431694000000,214921000000,218666000000,129363000000,38591000000,31243000000,2042.39,49.7
2733,2024/03,316976000000,109719000000,105089000000,73504000000,13740000000,13730000000,3252.24,34.6
2734,2023/11,189267000000,78645000000,74267000000,42326000000,8579000000,36989000000,1206.9,40.8
2735,2024/08,30280000000,12517000000,12375661000,10963834000,-,2207659000,949.8,41.3
2736,2024/08,7349000000,1536000000,1380127000,-20991000,1730000000,1411408000,1263.77,20.4
2737,2024/03,130213000000,45508000000,39775000000,37708000000,29661000000,-,6691.4,34.9
2742,2024/02,104284000000,62514000000,62295000000,51622000000,-,10176000000,2916.6,59.7
2743,2023/12,1136023000,1022992000,1026573000,-7508655000,-,-,13.65,88.9
2747,2024/02,17916614000,5615537000,5534614000,4543646000,3550000000,1546386000,4442.97,31.3
2749,2024/03,36889511000,16108119000,16202804000,13840537000,-,8761017000,188.71,43.7
2750,2024/03,36682554000,13239389000,11183664000,9762801000,5823911000,2725850000,1500.88,31.7
2751,2024/04,24218000000,14934000000,13746000000,14221000000,-,2155000000,1147.75,56.8
2752,2023/12,20287000000,1432000000,1348000000,-4610000000,3500000000,7324000000,31.12,7
2753,2024/03,27236000000,20894000000,20894000000,15996000000,300000000,375000000,3050.97,76.7
2754,2024/03,7982312000,5308588000,5248590000,4837682000,841144000,-,1084.8,65.8
2760,2024/03,162567000000,46190000000,42869000000,36363000000,22401000000,17700000000,1501.05,27.7
2761,2022/05,44589955000,38137226000,37914529000,44723496000,-,-,4797.8,85.4
2762,2024/06,2383000000,327000000,313000000,-782000000,-,303000000,11.94,13.6
2763,2024/03,33082000000,23677000000,23677000000,21946000000,-,-,785.19,71.6
2764,2024/03,21872280000,4347062000,4217644000,-1474487000,-,14423881000,61.28,19.8
2767,2024/03,98139000000,55845000000,47508000000,33801000000,6000000000,5503000000,727.29,48.5
2768,2024/03,2886873000000,955627000000,924076000000,490013000000,164138000000,742566000000,4238.81,32
2769,2024/05,22913000000,6222000000,6257000000,118000000,160000000,6248000000,791.38,27.1
2773,2022/03,16745914000,11158697000,10110719000,9485003000,-,-,1665.2,64.2
2776,2024/01,1412795000,845893000,820113000,-4584825000,-,225052000,25.75,58.2
2777,2022/12,9871813000,5835788000,5835788000,5104276000,-,671099000,1538.12,59.1
2778,2024/02,8426469000,1642632000,1629466000,-700098000,1875991000,-,135.49,19.3
277A,2024/05,2593628000,1551998000,1485870000,936870000,-,-,285.83,57.5
2780,2024/03,64039475000,28770002000,27646589000,24013796000,19154400000,4825000000,2592.62,44.4
2782,2024/03,132705000000,102038000000,102020000000,101062000000,-,-,1356.16,76.9
2784,2024/03,1447625000000,479859000000,424269000000,384507000000,-,10000000000,2566.5,33.1
2788,2023/12,16871162000,8968474000,8340075000,3890837000,4010000000,1552759000,656.82,50
2789,2024/02,5576263000,1650150000,1642296000,373137000,75000000,2160042000,284.91,29.5
